bedrooms,bathrooms,floors,condition,sqft_lot,yr_built,price,Column
3,3,2,3,15586,1989,755000,
3,1,1,3,9600,1979,309212,
3,2,1,3,7615,1984,219950,
3,2,1,4,5150,1920,690000,
3,1,1,3,4000,1943,250800,
3,2,1,3,35255,1994,557500,
4,1,1,5,3825,1926,941000,
4,2,1,4,8600,1977,305000,
4,1,1,4,16110,1949,815000,
3,2,1,4,34527,1954,1015000000,
3,2,2,3,8164,1990,535000,
3,1,1,4,10454,1949,775000,
3,2,1,3,8670,1994,255000,
2,1,1,3,9750,1947,327000,
4,2,2,3,8819,1976,560000,
4,3,2,3,6349,1998,1339000000,
3,1,1,4,5200,1977,199500,
4,2,2,3,97574,2004,760000,
3,2,3,3,6000,1994,439000,
4,2,1,4,5250,1961,527000,
3,2,1,4,13590,1948,199950,
3,2,2,4,8188,1988,254000,
2,1,1,4,5000,1921,393000,
5,2,1,4,12614,1979,585000,
2,2,1,4,7740,1923,450000,
2,1,1,3,4008,2005,565000,
5,2,1,4,7900,1986,330000,
3,2,1,3,65340,1992,870000,
4,2,1,4,8117,1966,585000,
3,2,2,3,208737,1977,500000,
3,2,1,3,7384,1979,225000,
3,2,1,3,7384,1979,295000,
3,2,1,4,14800,1976,775000,
3,1,1,3,11050,1981,280000,
3,2,1,5,3200,1923,539000,
3,1,1,4,14033,1953,567500,
4,2,1,3,7902,1960,442500,
5,3,3,3,4635,1997,598200,
4,2,2,5,10843,1955,610000,
3,2,2,3,4936,2004,544900,
4,2,2,3,38258,2001,557500,
3,2,1,3,7500,1979,532500,
3,2,1,3,2825,1920,750000,
3,2,2,3,10958,1983,530000,
3,2,2,3,2036,2003,346100,
4,2,2,4,16800,1977,260000,
3,1,1,5,9150,1959,365000,
3,2,1,4,42800,1983,615000,
4,2,2,3,6916,1994,318400,
4,2,2,3,7172,1993,498500,
3,1,1,5,7490,1971,450000,
3,2,1,4,7905,1988,200000,
3,1,1,5,8906,1968,234000,
2,1,1,3,8384,1947,121800,
3,2,1,5,5875,1929,805000,
4,2,1,3,7283,1963,410000,
3,2,2,3,4534,1986,475000,
4,2,2,3,21074,1986,13375000000,
1,1,1,3,7920,1947,269000,
4,2,2,4,9520,1979,573000,
3,2,2,3,2890,2001,330000,
4,1,1,3,7410,1944,252750,
2,2,1,3,7546,2007,745000,
3,2,1,3,7633,1991,280000,
4,2,1,5,6920,1974,535000,
4,1,1,3,5100,1953,580000,
3,1,1,4,7200,1968,301000,
4,1,1,5,7700,1968,600000,
5,3,2,3,6604,2005,538900,
3,2,2,3,4375,2006,366000,
4,2,2,3,6783,2003,303000,
3,2,2,3,1578,2007,432000,
2,1,1,3,6120,1945,300000,
3,3,2,4,7826,1939,908800,
3,1,1,3,4750,1940,500000,
5,2,1,5,16117,1959,254000,
5,1,1,4,4268,1924,470000,
3,2,1,5,7860,1967,480000,
3,1,1,4,8503,1983,536000,
4,3,2,3,8611,2006,1349000000,
3,2,1,4,40887,1980,550000,
3,1,1,4,6400,1976,260000,
2,1,2,3,982,2006,284900,
3,2,2,3,3000,2002,740000,
2,1,1,4,5000,1920,425000,
3,1,1,3,7500,1965,230000,
3,1,2,3,4000,1926,675000,
3,1,1,3,7807,1986,267500,
4,2,1,5,8820,1952,814000,
3,2,1,3,7232,1985,460000,
3,2,2,3,9608,1994,445000,
3,2,2,3,7027,2004,715000,
3,1,1,3,5992,1947,425000,
4,2,2,3,4750,2009,370000,
2,1,1,4,8200,1937,302000,
4,1,1,4,7420,1956,453000,
3,1,1,4,10716,1969,290000,
4,2,2,3,47502,1988,1035000000,
4,2,1,4,41984,1967,925000,
3,1,1,3,19876,1993,600000,
3,1,1,4,5750,1981,354000,
4,1,1,3,9344,1978,204950,
4,2,2,3,5400,2005,675000,
4,3,2,3,20012,1986,995000,
5,2,1,4,10960,1957,800000,
3,2,2,3,3711,1996,472500,
4,2,1,3,13500,1969,549950,
3,1,1,3,2897,1925,575575,
4,3,1,3,12275,2006,545000,
3,2,1,3,7434,1963,340000,
3,1,1,4,5512,1963,225000,
2,1,1,3,10506,1983,299950,
4,3,2,3,4000,2001,829900,
4,2,2,3,4200,2007,340000,
4,2,1,3,7800,1975,515000,
4,2,2,4,6906,1992,601000,
3,2,2,3,8581,1994,470000,
3,1,1,4,6400,1954,371500,
3,1,1,4,45738,1980,550000,
4,2,2,3,7720,1995,242550,
3,1,1,3,9647,1961,367500,
4,3,2,3,8763,1996,359000,
3,2,1,2,8245,1984,204900,
4,2,1,2,239580,1969,850000,
3,1,2,3,4452,1985,187000,
3,2,1,4,28000,1958,326000,
3,2,1,4,28000,1958,340000,
6,2,1,3,28535,1951,330000,
4,3,2,3,7769,2001,782000,
4,2,2,3,5974,1999,612000,
3,2,1,3,7216,1964,400000,
5,3,2,3,9680,1980,941500,
2,1,2,3,747,2004,313000,
4,2,1,5,4250,1929,735000,
3,1,1,3,10123,1977,471000,
3,1,1,4,9800,1950,350000,
4,2,1,3,9601,1976,530000,
4,3,2,3,9548,1991,415000,
4,2,2,3,8994,1986,639500,
4,2,1,4,27820,1976,580379,
2,2,2,3,2513,2009,378000,
3,2,1,4,9298,1969,265000,
3,1,1,4,9750,1967,212000,
4,3,2,3,13068,1998,400000,
4,2,2,3,6491,1997,750000,
5,2,1,3,12750,1968,384900,
2,1,1,5,5200,1969,176000,
3,2,2,3,4632,2002,350000,
3,1,1,4,7210,1977,168000,
4,2,1,3,3060,1908,358000,
3,2,1,4,32757,1975,580000,
3,1,1,3,10280,1977,442500,
2,2,3,3,1249,2004,515000,
5,2,1,4,12900,1958,554000,
3,2,2,3,6320,1996,659000,
4,2,1,3,10098,1963,414999,
3,1,1,3,10277,1983,275000,
2,1,1,4,8640,1951,193000,
4,2,2,3,4750,2002,525000,
3,2,2,3,7500,1985,424000,
2,1,1,4,5150,1908,455000,
2,1,2,4,5650,1943,463000,
3,1,2,4,5413,1963,523000,
4,1,1,4,9830,1959,615000,
4,4,2,3,11795,1991,1515000000,
5,4,2,3,5000,1900,870000,
3,2,2,3,9680,1991,710000,
3,1,1,5,9563,1967,215000,
2,1,1,4,6450,1920,590000,
5,2,1,3,13034,1962,323000,
4,2,1,4,7569,1966,279000,
3,2,1,3,7207,1973,535100,
5,2,1,5,19800,1959,830000,
4,2,2,3,4203,2002,815000,
3,2,1,3,10880,1975,535900,
3,1,1,3,8800,1955,230000,
4,1,1,4,8142,1969,325500,
3,2,2,3,4331,1997,359000,
3,2,2,3,5824,1999,505000,
3,1,1,5,8400,1958,253905,
3,1,1,3,4860,1965,369950,
3,2,2,3,8378,1995,350000,
4,2,3,3,2500,2001,650000,
3,1,1,3,15246,1925,295000,
3,1,1,3,28046,1948,620000,
2,2,2,3,920423,2009,1998000000,
3,1,1,3,7410,1944,246000,
3,2,1,3,12860,1965,430000,
3,2,2,2,4859,1921,509990,
4,1,1,4,9500,1962,490000,
4,2,1,3,10454,1979,385000,
4,2,2,3,6733,1999,769000,
2,1,1,4,9100,1960,185000,
3,1,1,4,10464,1973,303500,
4,2,1,3,8165,1957,468000,
4,2,2,3,10000,1978,449950,
2,1,2,3,1805,1999,235000,
4,2,2,3,34947,1985,520000,
2,1,1,3,9067,1951,203000,
5,2,1,4,10190,1960,657000,
3,1,1,4,7800,1954,275000,
4,2,2,3,7453,1991,540000,
4,2,2,3,4502,2005,455000,
2,1,1,3,6828,1941,458500,
4,3,2,3,4751,2003,549900,
3,1,2,5,10578,1923,750000,
4,1,1,3,8891,1962,235000,
4,2,2,5,7930,1989,286000,
4,1,1,4,14000,1963,602000,
3,1,1,3,4080,1915,640000,
3,1,1,4,10920,1977,267000,
4,2,2,3,4385,2001,712000,
2,1,1,3,9000,1923,244500,
2,1,1,3,9000,1923,301000,
4,2,2,4,6325,1919,990000,
4,2,2,3,6500,1999,739999,
4,1,1,3,4322,1910,480000,
3,2,3,3,1622,2009,305000,
3,2,1,4,3525,1932,703300,
4,1,2,4,8468,1971,265000,
4,2,2,3,35009,1992,600000,
3,1,1,3,9750,1968,253000,
4,2,2,3,7950,1997,617950,
4,3,2,4,2460,2000,385000,
3,2,1,5,9234,1967,319000,
3,2,1,5,8023,1960,696000,
2,1,1,4,5750,1932,345000,
3,2,3,3,1778,2002,380000,
4,1,1,4,26036,1947,647500,
3,2,2,3,35271,1997,725000,
3,1,1,4,7735,1989,269950,
4,2,2,3,32109,1995,875000,
3,1,1,3,9525,1955,299950,
4,3,2,3,10929,2006,1875000000,
2,1,1,3,4802,1947,430000,
5,2,2,3,4942,1989,495000,
3,1,1,3,16200,1970,275000,
3,1,1,3,5040,1964,333000,
3,2,2,4,7941,1986,247000,
3,1,1,4,15000,1983,204555,
3,2,1,4,13673,1994,432000,
3,1,1,4,13056,1962,175000,
4,2,1,4,7140,1968,556300,
2,1,1,4,3475,1930,286000,
2,1,3,3,1200,2000,320000,
3,2,2,4,53143,1991,815000,
4,1,1,3,10757,1980,385000,
4,1,2,5,5000,1910,1039000000,
4,2,2,3,13002,1987,350000,
4,2,2,3,5880,1998,277000,
6,2,1,3,5200,1966,415000,
3,1,1,5,8320,1951,295000,
4,2,2,5,5000,1919,969000,
4,1,1,5,6144,1947,339888,
3,2,2,3,7003,1996,269950,
3,2,2,3,4600,2006,1185000000,
4,2,2,4,12511,1998,780000,
3,1,1,4,5185,1968,198000,
2,1,1,4,28703,1953,350000,
3,1,1,4,7680,1967,350000,
4,2,2,3,7350,1990,319000,
4,2,2,4,8000,1973,311000,
5,3,2,3,4650,2004,394000,
5,2,2,4,5800,1906,1335000000,
3,1,1,3,9540,1949,396000,
4,1,1,4,8372,1976,809000,
3,2,1,3,7400,1977,480000,
6,1,1,4,6000,1913,535000,
5,2,2,3,5120,1947,425000,
3,2,3,3,1204,2006,408000,
4,2,2,4,13100,1966,1255000000,
1,1,1,4,2885,1947,310000,
3,2,2,3,7421,1996,292000,
2,1,1,4,9715,1942,217000,
4,2,2,3,6064,2005,398500,
4,1,1,3,6000,1955,700000,
4,2,2,3,45860,1989,585000,
3,1,1,4,8910,1954,399950,
3,1,1,3,8540,1980,235000,
3,1,1,5,6800,1951,212000,
3,2,1,3,9195,1982,310000,
3,2,1,3,9195,1982,539000,
3,3,2,3,1608,2001,390000,
3,2,1,4,11935,1976,560000,
5,2,2,3,9024,1999,800000,
5,2,1,3,9804,1963,472000,
3,1,1,4,7875,1958,502550,
4,3,2,3,7809,2004,830000,
4,2,1,4,9686,1965,224950,
3,2,2,3,6871,1997,375000,
3,2,1,3,19900,1983,645000,
3,2,1,5,2500,1926,599000,
4,2,2,3,12534,1996,515000,
2,1,1,4,6685,1948,135000,
3,2,2,3,4218,2000,485000,
3,3,2,4,12765,1975,890000,
3,1,1,4,10125,1972,215000,
3,1,1,3,9600,1981,299500,
2,1,1,4,8750,1951,800000,
3,2,2,3,4244,2002,275000,
3,1,1,3,7800,1963,256400,
2,1,1,4,8149,1948,310000,
1,1,1,3,5100,1954,385000,
3,1,1,3,9120,1963,203000,
4,2,1,3,6865,1954,285000,
3,2,2,3,3610,1999,473975,
3,1,1,4,9760,1978,320000,
5,2,1,3,4608,1967,599000,
3,2,1,4,4800,1925,580000,
4,2,2,3,7056,1999,269500,
2,1,1,4,6200,1954,274000,
2,1,2,4,2162,1974,347000,
3,1,1,3,10905,1957,270000,
3,1,1,3,7226,1993,220000,
3,1,1,4,15416,1955,243000,
3,1,1,5,4030,1925,457500,
2,1,1,3,7208,1951,340000,
4,1,1,3,5000,1912,657500,
4,2,2,3,4720,1998,332500,
3,2,1,3,10015,1993,340000,
4,3,1,3,16133,1959,350000,
4,2,1,5,5602,1966,428000,
4,2,2,3,8320,1999,515055,
3,1,1,4,8968,1972,450000,
3,1,1,3,8910,1943,190000,
4,2,3,4,16538,1919,1000000,
3,2,2,3,4600,2005,299000,
2,1,2,3,2500,1927,508000,
4,2,2,3,3746,2005,294000,
2,1,1,3,5820,1918,320000,
5,2,2,3,8674,1996,641000,
3,2,1,4,98445,1978,675000,
3,1,1,5,10296,1964,255000,
3,2,2,3,4997,2004,286651,
4,2,1,4,45738,1969,607500,
3,1,1,4,6500,1956,765000,
4,1,1,3,40973,1961,334950,
3,1,1,5,9147,1952,426000,
3,1,1,4,18730,1946,775000,
2,1,1,5,8526,1953,343000,
4,2,2,3,7800,1986,470101,
3,1,1,4,7800,1958,195000,
4,1,1,3,4410,1928,772500,
3,1,1,3,11740,1954,450000,
4,3,3,3,9231,2001,14375000000,
4,1,1,3,8560,1970,525000,
3,1,2,3,11400,1980,280000,
3,2,1,3,8640,1986,270000,
3,2,3,3,1332,2005,406100,
2,1,1,3,4187,1987,332544,
2,1,1,3,8250,1947,110000,
6,2,1,3,5854,1921,685000,
4,1,1,5,8505,1951,461000,
3,2,1,4,8067,1979,615000,
2,1,1,4,3000,1926,550000,
3,2,2,4,219978,1993,685000,
5,2,2,4,16238,1962,1555000000,
4,2,2,3,5175,2003,312000,
3,1,1,3,9594,1977,507500,
3,1,1,3,9827,1966,217000,
3,2,1,4,13477,1981,439000,
6,3,2,3,6875,2004,620000,
4,2,2,3,8532,1998,915000,
4,2,1,3,5300,1977,425000,
2,1,1,3,5643,1947,435000,
3,2,2,3,12414,1996,305000,
2,1,1,3,4000,1918,276000,
3,2,2,3,7200,1990,327500,
3,2,2,3,10481,2003,810000,
3,3,2,3,9055,1994,715000,
3,1,1,4,11760,1963,272000,
2,1,1,5,5559,1949,266000,
3,1,2,3,8364,1944,543000,
3,2,1,3,8064,1984,400000,
5,2,1,4,9000,1961,509500,
3,3,2,3,6250,1997,495000,
4,2,2,3,5564,2001,424950,
3,1,1,3,10875,1957,230000,
4,1,1,3,6150,1951,235000,
3,2,1,4,8752,1942,763000,
3,1,2,5,6150,1939,350000,
3,1,2,5,2260,1917,900000,
3,1,1,4,6060,1973,250000,
3,2,2,3,2040,2004,225000,
2,2,1,3,5433,1974,255000,
4,1,1,3,7200,1974,161700,
3,3,1,3,13350,1988,336000,
3,1,1,3,6800,1954,410500,
4,3,2,4,14016,1968,502700,
3,2,1,5,9601,1977,505000,
3,1,1,3,7650,1910,250000,
3,1,1,3,7650,1910,570000,
4,2,2,3,8796,1994,349900,
3,2,2,3,25663,1988,465000,
4,3,2,3,25639,1989,625000,
3,1,1,3,5102,1952,655000,
4,1,1,4,11347,1946,469000,
3,2,1,3,7200,1964,355000,
3,2,2,3,2631,2001,596000,
4,2,2,3,36893,1986,790000,
4,2,2,3,86225,1991,885000,
4,1,1,4,5400,1941,710000,
3,2,2,3,9266,1988,428040,
2,1,1,3,3400,1924,546000,
4,1,1,5,5766,1951,540000,
3,2,1,3,3000,1985,435000,
4,2,1,4,10283,1984,540000,
2,1,1,3,7204,1918,284000,
2,1,1,5,5700,1942,208000,
3,1,1,3,7076,1977,315000,
2,1,1,3,5510,1910,417500,
3,1,1,3,38095,1978,345000,
3,2,3,3,1064,2004,375000,
3,1,1,3,12821,1959,389800,
3,1,1,3,7560,1973,475000,
4,2,2,3,41688,1980,569000,
5,4,2,3,108464,1999,985000,
3,2,2,3,8022,1987,532000,
2,1,1,5,5000,1951,280000,
4,2,1,4,50112,1963,435000,
3,1,1,3,71191,1952,223000,
2,1,1,4,119790,1947,390000,
3,1,1,3,12800,1981,315000,
3,3,1,3,3700,1982,612000,
3,1,1,5,2400,1922,591000,
4,2,2,3,8436,1968,800000,
3,2,1,3,8400,1990,225000,
2,3,2,3,66646,1993,589900,
4,2,1,3,13156,1979,565000,
3,1,1,3,8448,1940,650000,
3,2,2,3,8505,1951,499000,
3,1,1,3,20562,1959,280000,
3,2,1,4,7500,1944,649950,
3,1,1,4,6360,1954,420000,
4,2,2,3,5293,2003,319990,
3,2,1,3,16535,1992,265000,
3,1,1,3,16474,1984,482000,
3,2,1,4,14810,1956,452000,
4,4,2,3,13077,1998,1488000000,
2,1,1,4,8527,1943,375000,
5,3,2,5,4900,1940,588000,
4,2,2,3,10215,1998,635000,
4,2,2,3,6962,1997,280500,
2,1,1,4,8600,1985,210500,
3,2,1,4,7000,1979,196500,
5,3,2,5,8510,1971,1395000000,
3,1,1,2,8033,1977,475000,
3,2,2,4,9061,1987,550000,
3,1,1,3,6687,1991,240000,
3,1,1,3,8100,1934,272000,
3,2,1,3,209199,2000,408506,
3,2,2,3,7500,1991,640000,
4,2,2,3,7226,1995,316000,
4,2,1,3,12000,1943,299000,
2,2,2,3,2090,2004,447500,
4,2,2,3,21904,2000,736500,
4,2,2,3,52567,1924,665000,
5,2,1,4,13212,1975,707000,
4,1,1,3,8000,1959,215000,
3,2,2,4,6415,1989,275000,
4,2,2,4,8240,1983,648000,
4,2,2,3,8173,1987,415000,
3,2,3,3,1800,1999,690000,
4,2,1,4,13260,1979,320000,
3,1,1,4,8285,1956,750000,
3,2,3,3,1524,2005,355000,
3,1,1,4,7399,1975,246000,
3,1,1,4,10464,1968,1155000000,
3,2,2,3,12187,1986,744000,
3,2,1,3,6750,1977,217000,
3,2,2,3,5100,1998,583000,
2,1,1,4,5000,1904,515000,
4,1,1,4,8000,1965,594000,
3,1,1,3,5650,1952,303100,
3,1,1,4,15225,1970,430000,
5,3,2,3,11778,2004,708000,
3,1,1,3,7260,1959,221000,
3,2,2,3,7205,1998,325000,
1,1,2,3,28008,1990,129565000000,
3,1,1,4,5950,1944,385000,
3,2,2,3,4689,2013,359500,
3,2,1,3,7200,1984,433000,
2,1,1,3,4950,1948,525000,
3,2,1,5,10062,1928,356200,
4,2,1,4,87120,1974,595000,
4,1,1,4,3420,1923,560000,
4,3,1,5,21701,1976,2175000000,
4,2,1,3,4000,1951,513000,
2,1,1,4,2550,1901,365000,
4,1,1,3,11942,1964,368000,
4,2,1,5,4000,1912,870000,
3,2,1,3,6808,1984,225000,
4,4,2,3,24767,1998,1387000000,
3,1,1,4,8079,1983,177000,
3,1,1,3,9879,1956,465000,
4,2,1,3,6343,1976,750000,
3,1,1,3,2800,1969,149000,
3,2,2,3,47480,1981,605000,
3,2,1,4,5800,1927,725000,
4,2,2,3,5236,2007,413900,
3,1,1,3,6600,1938,199950,
1,1,1,4,13679,1949,400000,
3,1,2,4,5000,1925,870000,
5,2,1,4,7666,1989,292000,
3,1,1,4,8012,1966,225000,
4,2,2,3,9139,1957,466750,
2,1,1,4,11954,1978,330000,
7,2,2,5,8145,1967,770000,
4,2,1,3,7000,1957,802500,
5,2,2,3,5400,2005,378800,
3,2,2,3,12487,1997,795000,
3,2,1,3,7320,1955,460000,
3,2,2,3,10908,1986,567000,
3,1,1,3,15570,1981,209950,
2,1,1,4,60113,1943,415000,
4,1,1,3,6985,1967,424500,
2,1,1,3,12500,1941,261000,
3,2,2,3,9696,1987,365000,
4,2,1,4,3240,1911,631000,
3,2,2,3,3962,1992,584000,
3,1,1,3,82328,1974,310000,
4,2,2,4,7985,1992,717000,
3,1,2,3,8100,1907,667000,
3,1,1,3,8100,1939,190000,
3,2,1,3,9000,1978,430000,
2,1,1,4,7380,1951,213000,
3,2,1,3,3710,1990,475000,
2,2,2,4,23962,1988,649000,
3,2,2,3,13458,1990,715000,
4,3,1,3,19487,1992,845000,
3,2,1,3,8820,1980,390000,
4,3,1,3,5724,1983,390000,
4,1,1,4,7194,1978,328000,
3,2,1,3,8436,1967,239999,
3,2,1,3,7740,1968,225000,
3,1,1,4,11884,1979,920000,
4,2,2,3,9231,1995,940000,
3,1,1,4,4872,1949,465000,
3,2,1,3,7000,1986,241000,
4,2,2,3,5909,2003,307550,
4,2,1,4,9627,1976,490000,
4,2,2,3,6887,1999,647000,
4,2,1,3,231739,1999,780000,
3,2,2,3,4332,1992,517500,
3,2,1,4,8682,1966,295000,
4,1,2,3,3400,1926,560000,
5,2,1,5,5472,1930,319450,
4,3,1,3,20277,1999,340000,
3,1,1,4,11658,1958,249950,
3,1,1,3,3000,1926,499950,
4,1,1,4,13296,1967,1038000000,
4,2,1,4,17200,1977,750000,
4,2,2,3,256132,2006,875000,
3,1,1,5,7210,1967,678000,
2,1,1,3,4200,1920,360000,
3,1,1,4,16552,1971,354900,
5,2,1,3,10087,1967,632000,
3,1,1,4,9375,1957,350000,
3,4,2,3,3900,1940,990000,
4,2,2,3,8269,2002,481000,
3,2,1,5,5412,1920,485000,
3,2,2,3,4960,1992,477000,
5,2,1,5,9000,1966,560000,
6,3,1,4,9350,1963,600000,
5,2,2,4,23760,1975,622500,
2,2,2,4,2128,1974,410000,
3,2,2,3,3644,2010,318200,
3,2,1,3,8424,1993,289000,
3,1,2,3,7775,1982,263000,
3,1,1,4,4825,1957,240000,
3,1,1,3,7500,1953,281500,
3,3,2,3,1710,1999,587206,
2,2,2,3,1248,2000,482000,
3,1,1,3,9500,1967,485000,
3,2,2,3,11480,1990,309000,
3,2,1,3,7350,1984,221000,
3,2,2,4,8398,1975,700000,
5,3,1,5,7740,1929,411500,
4,3,2,3,10505,1940,285000,
4,3,1,4,7931,1983,395000,
2,1,1,4,7926,1987,237950,
3,2,1,4,8064,1981,680000,
2,1,1,3,10057,1961,199950,
4,3,2,3,4000,1926,765000,
2,1,1,3,4960,1926,515000,
3,1,1,4,8000,1956,470000,
2,1,1,3,4000,1937,330000,
3,2,1,3,9375,1968,284000,
3,2,1,3,8125,1999,295000,
4,2,1,4,10987,1981,555000,
3,1,1,3,8162,1949,350000,
3,2,1,3,5818,1986,240000,
3,1,1,3,7000,1955,419900,
3,2,1,3,6300,1924,528000,
4,2,1,4,9869,1963,481000,
2,1,1,4,5995,1949,304700,
4,2,2,3,12171,1998,715000,
4,2,1,4,12005,1956,738950,
3,1,1,4,9405,1966,215000,
6,2,1,4,10812,1943,300000,
3,1,1,3,8100,1950,346000,
4,3,2,3,37193,1996,473000,
3,1,1,3,6120,1952,500000,
2,1,1,3,7632,1943,750000,
4,2,1,4,9350,1967,519900,
2,1,1,4,6171,1949,378500,
3,1,1,4,12381,1957,314500,
3,1,1,3,9315,1968,499950,
5,3,2,5,7700,1929,1735000000,
3,2,2,3,38794,1999,630000,
4,1,1,3,6417,1953,360000,
2,1,1,4,19877,1976,460000,
3,1,1,4,4046,1922,361000,
3,2,1,4,9845,1959,713400,
2,1,1,5,3150,1918,445000,
4,1,1,4,131551,1966,305000,
3,1,1,4,8400,1962,222000,
5,3,2,3,4499,2005,510000,
5,3,2,3,11440,2003,500000,
2,1,1,4,3600,1909,605000,
3,2,2,3,10720,1981,393000,
4,2,2,4,5170,2000,725000,
3,1,1,3,11646,1950,320000,
4,1,1,4,7840,1970,210000,
4,2,2,3,5767,2005,419900,
4,2,2,3,4447,2006,410000,
3,2,1,3,10440,1963,721000,
2,2,1,4,5500,1921,605000,
3,1,1,5,5500,1936,738000,
6,3,2,3,12000,1972,725000,
2,1,1,3,20954,1977,255000,
3,2,3,3,873,2009,303000,
3,2,1,4,7700,1957,394950,
4,3,2,5,5580,1949,530000,
4,2,1,3,8700,2004,475000,
4,2,2,3,8100,1998,250000,
3,1,1,2,3540,1920,180000,
2,1,1,4,4140,1919,443500,
4,2,1,3,76877,2004,390000,
4,1,1,3,7650,1975,430000,
5,4,2,3,7260,1963,460000,
3,3,2,3,3785,2001,660000,
3,1,1,3,10939,1974,515000,
3,2,1,4,6490,1954,482500,
2,1,2,3,2980,1988,305000,
4,2,1,3,4000,1930,835000,
3,2,1,3,7952,1998,237000,
2,1,2,4,2001,1985,445000,
4,2,1,4,8000,1955,710000,
3,1,1,4,5700,1945,180000,
3,2,2,3,8770,1996,280017,
4,2,2,4,11173,1988,436500,
4,2,2,3,7535,2006,1255000000,
3,2,1,4,9800,1959,420000,
3,1,1,3,7467,1944,205000,
3,1,1,4,10203,1946,570000,
4,1,1,4,7102,1948,565000,
2,2,1,3,7500,1978,287000,
4,1,1,3,7276,1977,260000,
4,1,1,3,7276,1977,470000,
3,2,2,4,9916,1989,700000,
3,1,1,3,7500,1985,249000,
3,1,1,4,3520,1977,568000,
4,1,1,4,4011,1904,500000,
5,2,1,4,8775,1980,358000,
3,2,2,3,6755,1994,225000,
3,1,1,4,7246,1981,275500,
3,2,2,3,3150,2001,495000,
5,2,1,3,5000,1940,758800,
3,1,1,4,8165,1985,280000,
3,2,2,3,7361,1994,380500,
3,1,1,3,12888,1958,260000,
4,2,3,3,1502,2014,630000,
3,2,1,5,4000,1915,875000,
3,1,1,4,4600,1927,457500,
2,1,1,3,5500,1954,900000,
2,2,1,4,6450,1954,235000,
3,2,2,4,45738,1981,410000,
3,3,1,3,9600,1981,355000,
3,1,1,3,8512,1948,467500,
4,4,1,5,7350,1949,500000,
4,3,2,5,9550,1978,995000,
3,1,1,3,8144,1956,277000,
4,2,2,3,9680,1947,630000,
5,2,1,4,11795,1960,628000,
5,2,2,3,46786,1995,655000,
2,1,1,3,9900,1950,170000,
4,2,1,4,10750,1967,352500,
4,2,2,3,34040,1997,615000,
3,1,1,3,6600,1965,165000,
4,2,2,4,15188,1966,243500,
2,1,2,3,676,2003,304000,
3,1,1,3,5195,1959,369000,
4,2,2,3,4298,2014,779950,
4,2,1,5,48788,1961,605000,
4,2,2,3,8709,1994,292500,
2,1,1,3,6050,1950,500007,
4,2,2,3,4947,2000,449999,
4,2,2,3,7867,1996,355000,
4,3,1,4,7199,1967,258000,
4,2,1,3,20181,1963,380000,
4,3,1,3,57499,2003,650000,
4,2,2,3,11780,2003,456500,
4,2,1,5,10212,1948,259950,
2,1,1,3,6600,1964,123000,
3,2,3,3,1250,2014,520000,
4,2,1,4,12000,1963,506000,
3,1,1,3,4800,1926,425000,
5,2,2,4,6840,1974,438000,
4,2,1,3,3000,1908,375000,
3,2,1,4,6600,1968,337500,
4,2,1,3,7700,1968,300000,
5,3,2,3,5425,2005,627000,
4,2,2,3,10160,1988,674725,
3,2,1,4,7000,1977,325000,
5,2,2,3,12538,1982,230000,
5,1,1,4,43124,1962,485000,
4,2,1,3,8400,1993,315000,
3,2,3,3,1193,2003,560000,
4,3,2,3,7198,2002,444000,
3,1,1,5,7488,1977,325000,
2,1,1,4,7153,1944,118125,
2,1,1,4,7153,1944,212000,
4,2,2,3,5056,2006,428900,
3,2,1,3,9600,1968,510000,
3,1,1,4,9762,1963,416000,
4,3,2,3,438213,1999,950000,
3,1,1,4,7140,1980,204000,
4,2,2,3,13421,1995,878000,
4,3,3,3,4000,1996,1045000000,
2,1,1,3,5551,1952,350000,
3,1,1,4,5500,1957,659500,
3,2,1,3,15200,1988,395000,
4,2,2,4,8562,1994,308950,
3,2,1,3,2550,1955,410000,
4,3,1,5,7500,1966,710000,
1,1,1,4,8685,1976,175000,
3,2,1,4,10098,1981,508800,
3,3,1,3,5000,1929,606400,
3,1,1,3,7958,1996,245100,
3,2,1,3,14876,1981,540000,
3,1,1,3,9046,1956,415000,
4,2,1,4,13041,1980,469500,
3,1,1,4,14777,1965,195000,
4,3,2,3,12281,1996,1615000000,
4,3,2,3,9800,2008,1065000000,
2,1,1,4,10000,1981,555500,
3,1,1,3,4000,1950,440000,
3,1,1,3,7250,1940,485000,
3,2,2,3,12028,1996,693000,
3,1,1,3,3386,1942,295000,
3,2,1,5,10650,1976,700000,
2,1,1,4,9374,1951,767500,
6,4,2,4,189050,1991,800000,
3,2,2,3,217800,1998,440000,
3,2,1,4,187313,1997,600000,
2,1,1,4,8210,1952,506000,
4,1,1,3,15400,1975,474950,
3,2,1,4,5500,1961,654000,
2,1,1,4,6000,1942,710000,
4,2,1,4,7845,1981,620000,
3,2,2,3,10827,1984,390000,
3,2,1,4,9600,1967,550000,
3,1,1,4,7021,1953,353000,
4,2,1,3,47958,1980,465000,
3,2,1,4,6600,1990,279900,
2,1,2,3,577605,2001,700000,
4,1,1,4,10350,1968,395000,
4,2,2,3,9428,1978,375000,
4,1,1,4,2800,1926,547000,
5,3,2,5,10277,1993,525000,
3,1,1,3,4731,1901,285000,
2,1,1,4,4025,1908,570000,
