bedrooms,bathrooms,floors,waterfront,condition,grade,sqft_lot,yr_built,price
4,1,1,0,4,7,10642,1954,437000
4,2,1,0,3,7,5220,1951,270000
3,1,1,0,4,7,8800,1965,226740
4,2,1,0,3,8,7920,1974,446500
3,2,2,0,3,7,15068,1920,283000
4,1,1,0,4,7,13211,1909,445000
2,1,1,0,5,6,6840,1942,250000
3,1,1,0,3,6,6552,1942,307000
4,2,1,0,3,8,8580,1991,315000
3,3,1,0,3,7,23085,1908,555000
4,2,1,0,3,7,7000,1979,264900
3,2,1,0,3,7,4510,1978,510000
4,2,2,0,3,7,3980,2002,328000
4,2,2,0,3,7,7308,2002,358000
3,2,2,0,3,7,4260,2005,325000
2,3,3,1,3,9,3444,1990,1365000000
4,2,1,0,4,7,10800,1967,230000
3,2,1,0,3,7,4000,1955,545000
3,2,2,0,3,9,4343,2003,705380
5,2,1,0,4,7,12987,1979,459000
4,2,2,0,3,8,3800,2001,815000
6,5,2,0,3,8,4500,2007,495000
3,2,2,0,3,9,58712,1987,520000
2,1,3,0,3,7,1194,2001,430000
4,2,2,0,3,8,7800,1989,255000
3,2,2,0,5,7,4777,1908,588000
3,1,1,0,3,6,7811,1959,350000
4,2,1,0,5,7,21486,1963,625000
2,2,1,0,2,6,20685,1958,172500
3,2,1,0,5,7,3500,1909,554000
4,2,2,0,3,9,7112,2001,775000
4,3,2,0,3,11,217800,2003,11875000000
3,2,2,0,3,9,12682,1977,618000
4,1,1,0,4,6,8450,1954,305000
3,2,1,0,3,7,13356,1994,232000
4,2,2,0,3,7,6236,2002,262000
3,1,1,0,5,7,8122,1971,234000
4,2,1,0,3,7,7209,2002,500000
3,1,1,0,3,6,7632,1920,278000
5,1,1,0,3,7,19040,1961,230000
4,1,1,0,5,8,9215,1969,500000
4,2,1,0,5,7,9300,1945,366500
6,3,2,0,4,7,4400,1902,665000
3,1,2,0,3,9,4830,1928,1101000000
2,1,1,0,3,8,4076,1957,575000
4,2,2,0,3,10,9753,1993,674750
5,2,1,0,5,7,6131,1940,719000
3,1,1,0,4,7,105587,1980,482000
2,1,1,0,4,6,8187,1952,254000
3,1,1,0,4,7,3880,1944,443725
4,2,2,0,3,8,35636,1980,575000
3,2,1,0,3,8,9957,1977,469000
2,1,1,0,5,6,44431,1958,175000
5,2,1,0,3,7,8316,1961,437000
4,3,1,0,4,8,13113,1974,550000
3,2,1,0,4,7,7134,1979,172040
3,2,1,0,3,8,7000,1993,363000
3,2,2,0,3,7,3600,2012,282000
6,2,2,0,3,8,6554,1905,400000
5,3,2,0,3,10,10018,2003,650000
3,2,2,0,4,7,99916,1990,365000
4,2,2,0,3,8,7230,2002,269950
2,1,1,0,3,6,19602,1977,260000
3,1,1,0,4,7,7000,1977,193000
4,2,2,0,3,8,6791,2005,340000
4,3,2,0,3,10,38412,1978,900000
3,2,2,0,3,8,8361,1991,371000
3,2,2,0,3,8,81892,1985,592000
3,2,2,0,3,7,12750,1991,300000
4,3,2,0,3,8,6977,2003,449950
3,2,2,0,3,8,7163,1989,299500
4,2,1,0,4,9,13406,1963,995000
4,1,1,0,3,7,9472,1960,335000
4,2,1,0,4,8,7350,1978,280000
4,2,1,0,3,7,7800,1977,446000
4,2,1,0,4,10,15139,1964,15445000000
3,1,1,0,4,6,4500,1943,325000
3,1,1,0,3,7,11200,1955,450000
4,2,2,0,3,7,7107,2000,322500
3,1,1,0,5,7,9473,1955,453000
4,2,2,0,3,9,4412,2001,655000
3,2,2,0,5,7,2800,1926,603000
4,1,1,0,3,6,24000,1947,235000
4,3,2,0,3,11,7304,2006,968933
3,3,1,0,3,8,11340,1980,1015000000
4,2,2,0,3,8,8548,1973,435000
3,2,1,0,3,7,8092,1986,242000
6,3,2,0,4,8,248600,1947,487000
4,2,2,0,3,9,10450,1996,810000
3,2,1,0,4,8,64073,1976,625000
3,1,1,0,3,7,7742,1973,165000
3,1,1,0,3,7,6750,1960,335000
3,1,1,0,3,6,6600,1958,286700
2,1,1,0,4,8,4050,1954,699000
3,1,1,0,3,7,7280,1974,280000
4,2,2,0,3,8,7064,1988,580000
2,2,2,0,3,8,7781,2006,754800
4,2,2,0,3,8,16801,1995,525000
3,1,1,0,3,8,10530,1962,562000
4,1,1,0,3,7,6060,1926,575000
5,2,2,0,3,9,5901,2006,808900
3,2,1,0,4,10,15207,1966,992000
3,2,2,0,3,7,6698,1997,335000
3,2,1,0,3,7,7200,1985,473000
4,2,1,0,4,8,11210,1977,350000
5,2,2,0,4,9,5374,1906,1.6e+006
3,1,1,0,4,7,6090,1950,305500
2,1,1,0,4,7,13500,1946,306000
2,2,2,0,3,8,1656,2001,233000
3,1,1,0,3,8,9000,1971,490000
4,2,2,0,3,8,42077,1994,445000
3,2,1,0,3,7,9674,1959,355000
2,2,1,0,4,8,7607,1987,360000
3,1,2,0,3,7,10900,1935,737500
3,3,2,0,5,8,11920,1969,985000
2,3,2,0,3,8,2031,2006,349950
4,2,2,0,3,8,7161,2005,520000
4,2,1,0,3,7,8540,1955,355950
5,2,2,0,3,9,6129,2004,485000
3,1,1,0,4,6,3315,1969,143000
2,1,2,1,3,11,10000,2001,3278000000
3,1,1,0,4,7,8512,1967,355000
5,3,2,0,4,9,13885,1979,1126000000
5,1,1,0,4,7,15525,1959,200000
4,2,2,0,3,11,10576,1999,913000
3,2,1,0,4,9,12824,1966,1.6e+006
2,2,2,0,3,9,1845,1997,409900
4,1,1,0,3,6,6034,1950,265000
5,3,1,0,5,8,51836,1955,740000
4,2,2,0,3,7,8124,2001,306000
3,2,2,0,3,7,3999,2003,381000
3,3,2,0,3,10,6132,1933,1.22e+006
3,3,1,0,4,8,29982,1941,1.05e+006
2,1,1,0,5,6,7440,1948,408000
5,2,2,0,3,9,5377,2006,739900
4,2,1,0,4,9,35000,1985,674250
2,1,1,0,4,7,8100,1953,438400
5,5,2,0,3,11,14649,2000,1.7e+006
3,2,1,0,3,8,5980,1945,703000
3,1,1,0,4,7,6530,1989,262000
3,2,1,0,3,7,14499,1984,353000
4,2,2,0,3,8,7607,1995,500000
4,2,1,0,3,9,4620,1917,1.28e+006
4,2,2,0,3,8,6566,2004,332000
4,2,1,0,4,9,14240,1974,824000
4,2,1,0,3,7,4788,1968,290000
3,2,2,0,3,9,1545,2002,700000
2,1,1,0,4,7,3420,1922,550000
2,1,1,0,4,7,11165,1921,549000
4,2,1,0,4,9,43560,1951,1865000000
4,2,2,0,3,9,13720,1978,858000
2,1,1,0,3,7,10423,1947,345000
4,1,2,0,3,8,11651,1930,340000
4,2,2,0,4,9,9600,1962,1215000000
3,2,3,0,3,7,1488,2009,275000
3,1,1,0,3,7,7771,1963,405000
3,2,2,0,5,7,8145,1949,432500
4,1,1,0,3,6,4217,1925,236500
4,1,1,0,4,8,4923,1928,679000
4,2,2,0,3,8,8451,1995,543000
3,1,1,0,3,7,9520,1953,294000
3,1,1,0,4,7,10463,1969,340500
4,2,2,0,3,9,16263,1989,1012000000
2,2,1,0,3,8,2560,1976,335000
3,2,1,0,3,7,8011,1988,425000
3,2,2,0,4,8,9240,2001,353000
3,2,2,0,3,8,5146,1991,540000
5,3,2,0,3,9,11928,2006,640000
3,1,1,0,3,8,11457,1959,339950
3,1,1,0,2,7,8400,1979,195000
3,1,1,0,2,7,8400,1979,322000
4,1,1,0,3,8,10450,1978,660000
6,3,2,0,3,7,9373,1991,280000
6,3,2,0,3,7,9373,1991,300000
3,1,1,0,4,6,8816,1966,207500
3,1,1,0,3,7,8726,1956,195000
3,2,1,0,5,7,3880,1954,700000
4,1,1,0,4,7,8555,1982,560000
3,1,1,0,5,7,7344,1911,260000
3,1,1,0,5,7,7344,1911,575000
3,2,2,0,3,8,3239,2006,475000
3,1,1,0,3,7,8601,1905,285000
4,2,2,0,3,9,5500,2003,753888
3,2,2,0,3,9,3600,2003,650000
3,2,1,0,4,7,3478,1929,620000
3,1,1,0,3,7,37801,1977,526000
2,1,1,0,5,6,5200,1952,155000
4,2,1,0,3,7,11200,1959,342000
3,1,1,0,3,7,216332,1981,390000
3,2,2,0,4,9,219978,1990,685000
4,2,2,0,3,7,4736,2001,608000
2,1,1,0,3,6,6400,1943,179900
6,3,2,0,5,9,14150,1936,1245000000
3,1,1,0,3,7,11675,1957,166000
3,1,1,0,3,8,4500,1928,462000
4,2,2,0,3,8,6023,1990,545000
3,1,1,0,3,7,4500,1903,415000
3,2,2,0,3,7,4200,2003,269000
4,2,2,0,3,8,11473,2008,356500
3,1,1,0,4,6,7633,1961,225000
2,1,1,0,4,6,5130,1948,175000
5,2,2,0,4,8,9720,1974,549000
3,2,2,0,3,8,12197,1989,535000
4,2,1,0,3,8,7712,1973,627000
3,2,2,0,3,9,15677,1976,565000
4,2,1,0,3,7,2681,1912,392450
2,2,1,0,3,8,4675,2006,509000
3,2,1,0,3,7,4800,1921,340000
3,2,1,0,3,7,4800,1921,537000
4,3,2,0,3,10,9892,1998,865000
2,1,1,0,3,7,8340,1948,358000
4,2,1,0,5,7,3225,1923,595000
4,2,2,0,3,9,8058,1998,661000
3,2,1,0,4,7,8500,1977,419950
4,3,2,0,3,9,6420,2006,490000
2,1,1,0,3,7,4000,1940,525000
3,2,3,0,3,7,1298,1995,350000
3,2,2,0,3,9,3582,2008,552500
3,1,1,0,4,6,8970,1961,210000
3,2,2,0,3,9,53250,1990,390000
5,1,1,0,3,7,16650,1958,336800
3,2,2,0,3,7,4473,2003,465000
4,2,2,0,3,7,3632,2011,299900
3,3,2,0,3,9,5000,2006,715000
4,2,1,0,3,7,39639,1970,235000
3,2,2,0,3,8,4400,2007,276000
4,1,1,0,4,7,12728,1964,265000
3,1,1,0,4,6,3000,1900,425000
4,2,2,0,3,8,10320,1993,313000
3,2,1,0,3,8,6000,1984,715000
3,2,2,0,3,7,10969,1991,265000
3,2,2,0,3,9,6413,2004,646000
3,1,1,0,3,7,6600,1954,175000
3,2,1,0,4,10,13809,1973,649000
3,2,1,0,4,7,5200,1940,785000
4,2,1,0,5,8,4400,1920,890000
3,3,1,0,3,9,10327,1998,612000
4,2,2,0,3,8,5674,2003,330000
3,2,1,0,3,8,11393,1978,493000
4,2,1,0,3,9,5735,1957,1.6e+006
4,3,1,0,5,10,9750,1972,1.62e+006
4,3,1,0,5,10,9750,1972,1.65e+006
3,2,2,0,3,7,2150,1900,499000
6,2,1,0,5,8,8400,1962,603500
2,1,1,0,3,8,3680,1941,530000
5,2,1,0,4,8,14197,1962,895000
4,2,1,0,4,7,8165,1972,267345
3,2,2,0,3,8,15639,1987,275000
3,1,1,0,3,7,223377,1950,439950
3,2,2,0,4,7,4653,1985,455000
3,1,1,0,3,7,6930,1944,630000
3,2,2,0,3,9,5001,2004,690000
4,1,1,0,4,7,12705,1971,212000
4,2,1,0,4,7,7526,1985,231500
4,3,2,0,4,10,49936,1991,12375000000
3,2,2,0,4,9,43821,1990,378500
4,2,2,0,3,9,35868,1989,482000
2,1,1,0,3,7,3990,1924,695000
4,2,2,0,3,10,57587,1989,965000
3,1,1,0,4,8,5913,1941,675000
3,1,1,0,3,7,6500,1972,387000
4,2,2,0,3,8,7000,1977,347500
3,2,1,0,3,8,7400,1922,385000
3,1,1,0,3,6,4930,1950,265000
3,1,1,0,3,7,5264,1953,406000
2,1,2,0,3,7,5000,1922,134000
3,1,2,0,5,7,3399,1926,415000
3,1,1,0,3,7,8775,1973,375000
4,2,2,0,3,8,7465,1993,620000
5,2,2,0,3,7,4698,1999,337500
3,2,1,0,4,7,12368,1967,565000
3,1,2,0,3,7,12676,1911,399500
2,1,2,0,3,8,9466,1987,1065000000
3,2,1,0,3,8,33630,1992,352500
3,2,1,0,3,7,5909,1986,259000
2,1,1,0,3,7,7620,1971,320000
3,2,2,0,4,9,9888,1989,733000
2,1,1,0,5,7,2910,1924,381500
2,1,1,0,4,7,9261,1957,343000
2,1,1,0,5,6,6400,1938,205500
3,2,1,0,5,7,16530,1967,525000
3,1,1,0,5,6,8352,1943,300000
2,1,1,0,3,6,189486,1942,299000
4,2,2,0,3,8,5250,1990,561000
3,1,1,0,3,7,4000,1928,450000
4,2,2,0,3,8,7850,1985,540000
3,2,2,0,3,8,30886,1992,379000
3,1,1,0,4,7,14000,1958,230000
3,2,2,0,4,8,30605,1989,399950
5,2,2,0,3,8,5806,2002,355000
4,2,1,0,3,8,9593,1969,580000
3,2,1,0,4,7,4299,1922,700000
3,1,1,0,4,7,8151,1962,279900
3,1,1,0,3,6,7500,1905,210000
3,3,2,0,3,10,5001,1989,1165000000
2,1,1,0,4,6,3874,1931,290300
5,4,2,0,3,11,43123,1996,159995000000
3,1,1,0,3,7,6380,1939,490000
4,2,2,0,3,9,13850,1987,606000
3,1,1,0,3,6,4980,1943,359950
3,2,1,0,3,10,9199,1993,677100
3,2,1,0,4,7,7125,1984,465000
5,5,2,1,3,12,40014,2004,4.5e+006
3,2,1,0,4,8,41072,1978,500000
2,1,1,0,4,7,5000,1950,455000
6,2,1,0,4,7,4240,1911,705000
3,2,1,0,4,8,7020,1967,420000
3,1,1,0,3,7,8284,1968,169575
3,1,1,0,3,7,8284,1968,250000
3,2,1,0,5,7,7262,1973,530000
5,3,1,0,5,8,40341,1970,590000
3,1,1,0,3,7,14087,1979,257500
3,1,1,0,3,8,6700,1957,415000
3,1,1,0,3,7,3764,1945,536000
3,1,1,0,4,7,11600,1964,246500
3,1,1,0,3,8,7700,1975,395000
3,2,1,0,4,8,10530,1974,739000
4,2,2,0,3,11,13729,1984,1272000000
3,1,1,0,4,7,10575,1968,190000
3,1,1,0,3,7,9086,1962,305000
4,4,2,0,4,8,13058,1983,925000
4,3,2,0,3,10,13444,1977,895000
3,1,1,0,3,8,7475,1943,656000
4,1,1,0,3,7,4690,1945,560000
5,2,2,0,3,9,11700,1977,610000
4,2,2,0,3,9,37522,1987,645000
3,2,2,0,3,8,4400,2007,259000
4,2,2,0,3,10,10962,1990,980000
4,4,1,0,4,9,9750,1967,872000
6,2,1,0,4,9,9675,1977,1000000
3,2,1,0,3,8,12600,1941,900000
4,1,1,0,4,7,5534,1915,475000
5,2,1,0,4,8,13482,1975,350000
4,1,1,0,3,9,11562,1947,840000
4,2,1,0,3,8,8400,1963,500000
3,1,1,0,3,7,9898,1954,202500
4,2,2,0,3,8,65340,1988,523000
3,2,2,0,3,7,10050,1989,225000
3,2,1,0,3,7,9542,1980,418200
4,1,1,0,3,7,9670,1959,356500
4,3,1,0,4,7,5000,1926,670000
3,2,1,0,5,7,12408,1962,456150
4,2,2,0,3,8,9687,1998,471000
3,2,3,0,3,8,934,2008,558000
6,4,2,0,3,11,10312,2000,1.38e+006
3,1,1,0,5,7,6000,1961,161500
3,1,1,0,3,7,8370,1962,311000
6,1,1,0,4,8,8732,1966,470000
3,3,1,0,5,8,8227,1929,569000
4,2,2,0,3,9,7350,1989,689000
3,1,1,0,3,7,11875,1979,271900
4,2,2,0,3,7,6037,1991,278000
2,2,2,0,4,8,4440,1931,820000
3,1,1,0,4,7,7700,1967,399500
3,2,2,0,4,9,2614,1979,462000
3,1,1,0,3,7,12036,1977,347500
2,1,1,0,3,7,3700,1914,562100
2,1,1,0,3,6,7560,1958,230000
4,2,2,0,5,8,10083,1966,687000
4,2,2,0,3,10,5762,2000,725786
3,1,1,0,4,7,12600,1969,315500
4,2,1,0,3,7,7054,1950,312000
3,3,2,0,3,8,1173,2002,343000
1,1,1,0,3,6,6000,2015,385195
4,2,1,0,4,8,12650,1981,415000
3,1,2,0,4,6,8666,1948,461000
4,2,2,0,3,7,7133,2002,369990
4,2,2,0,3,7,3134,1999,349950
3,2,1,0,3,8,17126,1966,285750
4,2,1,0,3,8,10160,1972,542500
5,3,2,0,3,9,5400,2011,830000
4,2,2,0,4,8,20946,1976,705000
2,1,1,0,3,8,5000,1949,615000
2,1,1,0,3,6,5880,1940,184500
2,1,1,0,3,7,5120,1901,412000
3,1,1,0,3,7,11111,1934,250000
5,2,2,0,3,7,6000,1903,580000
2,1,1,0,5,6,6000,1923,220000
4,2,1,0,4,8,8937,1976,675000
2,1,1,0,3,7,3330,1918,373500
2,1,2,0,3,7,6900,1910,662700
5,1,2,0,4,6,6032,1941,239950
3,1,1,0,4,7,10196,1957,383000
3,2,1,0,4,7,12350,1975,485000
4,2,1,0,5,8,36583,1976,610000
6,1,1,0,3,7,6250,1954,545000
2,2,2,0,5,8,2500,1901,780000
3,2,2,0,3,8,3240,2005,305000
3,1,1,0,3,7,15678,1984,405000
5,3,2,0,3,11,12231,2001,1.11e+006
3,1,2,0,4,6,9045,1959,273000
3,1,2,0,3,7,12375,1970,326500
3,1,1,0,5,7,9134,1981,365000
3,2,2,0,3,10,10739,1987,100075000000
2,1,1,0,3,7,4046,1940,422500
4,2,2,0,3,8,9920,1993,354450
3,1,1,0,4,7,9540,1971,320000
3,1,1,0,3,7,9120,1961,223000
3,2,2,0,3,7,4948,2008,410000
3,1,1,0,4,6,4000,1923,438000
3,3,2,0,3,7,2944,1993,390000
4,2,2,0,3,7,5954,2004,298500
5,2,2,0,3,10,13630,1989,749999
6,2,1,0,3,8,12000,1966,779000
3,2,2,0,3,8,11936,1978,570000
3,1,1,0,3,6,4600,1918,385000
4,2,1,0,5,8,11040,1961,649000
3,1,1,0,3,7,5247,1947,283000
4,2,1,0,3,7,16236,1961,699900
4,1,1,0,3,7,8400,1971,278500
4,1,1,0,3,8,9100,1975,700000
4,2,2,0,3,9,45963,1995,535000
3,1,1,0,3,7,18400,1954,234500
3,1,1,0,4,7,9585,1973,374150
4,2,2,0,3,8,9542,2006,397000
3,2,1,0,3,8,10385,1988,613000
3,2,1,0,4,8,10474,1954,1.15e+006
4,1,1,0,3,7,4080,1924,595000
5,2,2,0,3,8,6858,2003,340000
4,2,2,0,3,9,5800,2005,388000
3,1,1,0,3,7,15210,1950,404000
3,2,1,0,4,8,6360,1946,810000
4,2,2,0,3,9,9359,1987,405000
5,3,2,0,3,9,10335,2000,726000
3,2,1,0,4,7,7214,1986,266000
5,2,1,0,5,8,7207,1970,722500
4,2,1,0,3,8,25002,1996,352000
4,1,1,0,4,7,8158,1961,265000
3,2,2,0,3,9,3920,2014,856000
3,2,2,0,4,8,4348,2006,346950
5,3,2,0,3,9,4797,2014,866059
3,2,2,0,3,7,4456,2004,410000
3,1,2,0,3,7,16817,1982,370000
3,1,1,0,4,7,389126,1919,230000
2,2,1,0,3,7,5010,1999,400000
3,1,1,0,4,7,9680,1959,172000
3,1,1,0,4,8,8480,1962,615000
4,3,2,0,3,10,9600,1998,860000
3,1,1,0,5,7,6000,1958,555000
3,2,1,0,5,8,4040,1926,579000
3,1,1,0,3,7,7030,1968,385000
4,2,2,0,3,7,12000,1977,420000
3,1,1,0,5,7,6750,1914,645000
3,2,2,0,3,8,6288,1996,549950
3,2,1,0,5,8,10000,1962,678000
4,2,2,0,3,7,8120,1950,199000
3,1,1,0,4,7,13824,1957,604000
5,1,1,0,5,7,10368,1963,268000
5,3,2,0,3,10,16305,2003,960000
3,2,1,0,4,7,7600,1980,509250
3,2,2,0,3,8,5372,1987,416000
3,1,1,0,3,7,8520,1967,190000
3,1,1,0,4,7,10000,1973,212000
3,2,2,0,3,8,9765,1985,325900
3,3,2,0,3,8,4088,1996,560000
3,2,2,0,4,7,5799,1987,275000
4,2,2,0,3,8,15411,1994,665000
4,3,2,0,3,9,7232,1926,1505000000
4,2,1,0,3,7,2410,1930,375000
3,1,1,0,3,7,6975,1979,359950
4,2,2,0,3,7,7200,2005,340000
2,1,1,0,4,7,8100,1948,401000
2,1,1,0,4,6,10766,1952,669000
4,2,2,0,3,8,6568,2004,638500
2,1,2,0,5,7,3760,1924,545000
4,1,1,0,3,7,7015,1973,524000
5,3,2,0,3,10,13260,2013,1.61e+006
2,1,1,0,3,6,4800,1947,280000
4,2,1,0,4,8,10841,1979,828000
3,1,1,0,4,7,10573,1984,223000
4,3,2,0,3,9,2261,1981,1289000000
2,2,1,0,3,7,155130,1970,750000
2,1,1,0,3,7,9207,1947,430000
4,1,1,0,5,6,10800,1948,711000
4,2,2,0,3,8,7014,1994,310000
5,1,1,0,3,8,9140,1957,415000
4,2,2,0,3,7,6600,1987,274900
3,3,2,0,4,8,36445,1980,525000
3,1,1,0,3,7,32214,1952,179500
3,1,1,0,3,8,2580,1910,478000
3,1,1,0,3,7,7350,1981,195000
4,3,1,0,3,8,10925,1980,385000
3,2,1,0,3,7,9505,1969,401000
4,2,2,0,3,8,6598,2002,522000
4,1,1,0,4,7,14417,1968,330000
3,2,2,0,3,9,4882,1999,503000
5,1,1,0,4,7,8400,1979,175000
4,3,2,0,3,9,6364,2014,963990
5,2,1,0,4,8,9972,1951,845000
2,1,1,0,3,5,4500,1905,157500
2,3,2,0,3,7,1709,2001,450000
4,1,1,0,3,8,11793,1950,925000
2,1,1,0,4,7,5029,1938,600000
4,1,1,0,3,7,4087,1911,709000
5,3,2,0,5,10,6480,1938,1385000000
3,2,1,0,3,7,6840,1984,248000
3,1,1,0,4,6,6630,1912,245000
2,1,1,0,4,6,4776,1942,332000
3,2,2,0,3,7,4273,2002,459950
3,2,2,0,3,8,1800,1994,425000
3,2,1,0,3,8,50965,1979,460000
6,2,1,0,3,9,12978,1967,838300
3,2,2,0,5,7,7200,1995,256000
3,2,2,0,3,10,13554,1984,864000
4,3,2,0,3,9,4440,1922,900000
3,1,1,0,3,6,7560,1958,145600
5,3,1,0,5,8,6730,1977,865000
3,2,2,0,4,8,8000,1969,250250
4,2,1,0,4,5,7641,1943,162000
4,1,1,0,3,7,7350,1973,450000
4,2,1,0,2,8,21344,1978,675500
3,2,1,0,5,7,5304,1947,697000
3,3,2,0,3,9,4080,2005,132405000000
3,1,1,0,3,8,16510,1984,490000
3,2,1,0,3,8,5742,1951,590000
4,1,1,0,3,8,16000,1957,280000
2,1,1,0,4,7,6500,1941,515000
3,1,1,0,4,7,5395,1909,576000
3,1,2,0,3,7,10574,1981,375000
3,1,1,0,4,7,7107,1980,478000
3,1,1,0,5,7,5200,1977,282000
4,4,2,0,3,8,10550,1976,1.4e+006
5,3,2,0,3,8,50405,1972,593500
4,3,2,0,3,9,174240,2004,724950
3,1,1,0,4,8,7500,1966,306000
4,1,1,0,4,8,7665,1975,341000
3,2,1,0,3,7,4400,1930,399950
5,2,2,0,3,7,3600,1992,534000
6,2,2,0,3,7,5700,2003,635000
2,1,1,0,3,6,3880,1927,350000
3,1,1,0,3,7,2700,1928,856000
4,3,3,0,3,8,1189,2000,582000
4,2,2,0,3,9,6742,2004,799000
3,2,2,0,3,8,3986,1999,423700
4,3,2,0,3,12,39190,1995,1835000000
3,2,1,0,3,7,43575,1988,322000
4,3,2,0,3,9,57499,2002,929000
2,1,1,0,3,7,5413,1939,443000
3,1,1,0,3,7,7700,1968,441500
4,3,2,0,4,8,108464,1979,875000
3,3,2,1,3,10,12431,1941,3.6e+006
2,1,1,0,4,7,5100,1947,450000
3,2,1,0,3,7,10500,1974,425000
4,1,2,0,4,10,9900,1978,660000
3,1,1,0,4,7,5560,1939,763101
4,2,2,0,3,9,14149,1992,499000
3,1,1,0,4,8,37363,1974,521000
2,1,1,0,5,6,423838,1925,302000
4,2,2,0,3,7,6260,1998,293000
3,2,2,0,3,7,4580,2011,335000
2,1,2,0,3,7,3090,1919,499000
3,1,1,0,3,7,5000,1924,600000
4,1,1,0,4,9,11041,1962,720000
2,2,2,0,3,6,2553,2005,195000
3,1,1,0,3,7,8423,1952,249000
3,2,2,0,3,7,9781,1989,334000
4,1,1,0,3,8,7810,1952,599950
2,1,1,0,4,8,1950,1982,149900
4,1,1,0,3,7,6500,1945,700000
4,1,1,0,4,6,6240,1960,525000
4,3,2,0,4,10,126759,1991,1049000000
3,2,1,0,4,7,8000,1977,402000
3,2,1,0,3,7,3480,1947,450000
3,2,2,0,3,8,43995,1981,520000
3,1,1,0,5,7,6980,1980,205000
3,2,1,0,3,9,175982,2004,635000
3,1,1,0,5,7,9600,1958,210500
2,1,1,0,3,6,6100,1940,406650
3,1,1,0,4,7,19998,1968,350000
4,1,1,0,3,7,6000,1942,425000
3,3,2,0,3,10,6402,1999,798000
3,1,2,0,2,5,9583,1908,180000
5,3,2,0,5,8,13238,1972,1.25e+006
4,2,2,0,4,7,4033,1925,435000
3,1,1,0,3,7,15867,1962,355000
5,3,2,0,3,10,14091,1918,3000000
5,2,2,0,5,9,14455,1958,685000
3,1,1,0,4,7,12060,1960,311000
4,2,1,0,4,7,9600,1966,305000
3,2,1,0,4,7,4954,1924,675000
4,2,1,0,4,8,15405,1968,769000
3,1,1,0,5,7,9708,1954,430000
6,2,1,0,4,7,8660,1925,516250
3,3,1,0,5,7,10739,1940,760000
3,3,2,0,3,8,1217,2003,579950
3,2,1,0,4,8,7187,1980,476000
3,1,1,0,4,7,19200,1967,510000
2,1,1,0,3,6,5040,1955,205000
3,1,1,0,3,7,7350,1969,240000
5,3,2,0,3,10,16952,1991,738000
3,1,1,0,5,6,8102,1940,420000
3,1,1,0,4,7,9600,1969,455000
4,1,1,0,5,8,5500,1912,765000
4,1,1,0,4,7,7914,1962,372000
3,1,1,0,2,6,8360,1948,160000
4,2,2,0,3,9,9643,2003,772000
5,1,2,0,4,9,5640,1906,1125000000
3,1,1,0,3,7,3000,1924,479000
3,2,2,0,3,8,4941,1999,570000
4,1,1,0,3,6,8147,1959,350000
3,2,3,0,3,8,864,2004,353000
5,2,2,0,3,10,24755,2002,699000
3,2,2,0,4,7,8536,1955,265000
1,1,1,0,3,6,10235,1989,167000
4,2,1,0,3,8,8000,1964,500000
3,1,2,0,4,6,7200,1901,700000
1,1,1,0,3,6,5600,1918,295000
4,3,2,0,3,9,4080,2004,1.01e+006
2,1,1,0,5,6,5265,1969,209000
3,1,1,0,4,7,9200,1968,276000
4,2,2,0,3,8,5857,2002,380000
3,1,1,0,3,7,12500,1954,315000
4,2,2,0,3,9,60467,1996,685530
3,2,1,0,4,7,20000,1968,254600
3,2,1,0,4,6,5600,1942,230000
3,3,3,0,3,8,1249,2003,335000
4,2,1,0,3,7,9600,1980,550000
3,1,1,0,4,7,8050,1956,123300
4,2,1,0,3,7,9658,1966,275436
4,3,1,0,3,7,3435,1984,325000
4,2,2,0,3,9,40608,1997,635000
3,1,1,0,4,7,5000,1944,513000
4,2,1,0,3,8,35752,1980,580000
3,1,1,0,3,7,9272,1954,225000
3,1,1,0,3,7,9460,1961,265000
4,1,1,0,3,7,3000,1978,313000
2,1,1,0,3,7,8400,1948,296000
4,2,1,0,3,8,15800,1957,655500
5,1,1,0,4,8,12058,1951,250750
4,2,2,0,3,8,8545,2004,438000
3,2,2,0,4,8,54014,1967,590000
3,1,1,0,4,7,5250,1947,329500
3,2,2,0,3,10,9645,1987,1195000000
2,1,1,0,3,6,6000,1944,415000
4,2,2,0,3,10,42580,1984,900000
3,1,1,0,3,7,57499,1975,378000
2,1,1,0,5,6,403365,1905,474000
3,1,2,0,3,7,3625,1900,464000
3,1,1,0,4,7,7649,1956,310000
3,1,2,0,5,7,7190,1952,580000
3,2,1,1,4,8,505166,1962,999000
2,1,1,0,5,6,6480,1942,510000
3,1,1,0,3,7,7475,1940,650000
3,1,1,0,4,7,19600,1978,196000
4,1,1,0,3,6,11664,1952,220000
3,2,2,0,3,10,10628,1985,855000
3,1,1,0,4,8,10454,1978,483000
3,1,1,0,3,7,12000,1952,400000
3,2,2,0,3,8,7984,1993,435000
1,1,1,0,3,8,1060,2007,219500
4,3,2,0,3,12,23885,1996,2.95e+006
3,2,3,0,3,7,3218,2008,427000
2,1,1,0,3,7,4013,1900,430000
2,1,1,0,3,7,4013,1900,685000
2,1,1,0,3,7,6250,1937,495000
3,2,2,0,3,7,7942,1990,299950
4,1,1,0,3,7,46609,1940,390000
3,1,1,0,4,7,5863,1928,385000
